,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,position_simple,player_id
18015,PEC Zwolle,Trent Sainsbury,22.0,Centre-Back,Central Coast,£122Th.,in,Winter,0.122,Eredivisie,2013,2013/2014,defender,14944.0
18016,NEC Nijmegen,Lasse Nielsen,26.0,Centre-Back,Aalborg BK,£270Th.,in,Winter,0.27,Eredivisie,2013,2013/2014,defender,14945.0
18017,Roda JC Kerkrade,Anco Jansen,24.0,Left Winger,De Graafschap,£225Th.,in,Winter,0.225,Eredivisie,2013,2013/2014,attacker,14437.0
18018,Arsenal FC,Alexis Sánchez,25.0,Centre-Forward,FC Barcelona,£38.25m,in,Summer,38.25,Premier League,2014,2014/2015,attacker,13043.0
18019,Arsenal FC,Calum Chambers,19.0,Centre-Back,Southampton,£18.21m,in,Summer,18.21,Premier League,2014,2014/2015,defender,7542.0
18020,Arsenal FC,Danny Welbeck,23.0,Centre-Forward,Man Utd,£18.00m,in,Summer,18.0,Premier League,2014,2014/2015,attacker,7543.0
18021,Arsenal FC,Mathieu Debuchy,28.0,Right-Back,Newcastle,£13.50m,in,Summer,13.5,Premier League,2014,2014/2015,defender,14463.0
18022,Arsenal FC,David Ospina,25.0,Goalkeeper,OGC Nice,£3.60m,in,Summer,3.6,Premier League,2014,2014/2015,goalkeeper,13614.0
18027,Aston Villa,Carlos Sánchez,28.0,Defensive Midfield,Elche CF,£5.40m,in,Summer,5.4,Premier League,2014,2014/2015,midfielder,13330.0
18028,Aston Villa,Aly Cissokho,26.0,Left-Back,Valencia,£2.25m,in,Summer,2.25,Premier League,2014,2014/2015,defender,13703.0
18029,Aston Villa,Kieran Richardson,29.0,Left-Back,Fulham,£675Th.,in,Summer,0.675,Premier League,2014,2014/2015,defender,13159.0
18032,Aston Villa,Samir Carruthers,21.0,Central Midfield,MK Dons,£225Th.,out,Summer,0.225,Premier League,2014,2014/2015,midfielder,7544.0
18033,Burnley FC,George Boyd,28.0,Left Winger,Hull City,£3.42m,in,Summer,3.42,Premier League,2014,2014/2015,attacker,7545.0
18034,Burnley FC,Lukas Jutkiewicz,25.0,Centre-Forward,Middlesbrough,£2.79m,in,Summer,2.79,Premier League,2014,2014/2015,attacker,13139.0
18035,Burnley FC,Michael Kightly,28.0,Left Winger,Stoke City,£1.71m,in,Summer,1.71,Premier League,2014,2014/2015,attacker,14458.0
18036,Burnley FC,Marvin Sordell,23.0,Centre-Forward,Bolton,£567Th.,in,Summer,0.5670000000000001,Premier League,2014,2014/2015,attacker,14216.0
18037,Burnley FC,Stephen Ward,28.0,Left-Back,Wolves,£567Th.,in,Summer,0.5670000000000001,Premier League,2014,2014/2015,defender,12921.0
18038,Chelsea FC,Diego Costa,25.0,Centre-Forward,Atlético Madrid,£34.20m,in,Summer,34.2,Premier League,2014,2014/2015,attacker,12941.0
18039,Chelsea FC,Cesc Fàbregas,27.0,Central Midfield,FC Barcelona,£29.70m,in,Summer,29.7,Premier League,2014,2014/2015,midfielder,12249.0
18040,Chelsea FC,Filipe Luís,28.0,Left-Back,Atlético Madrid,£18.00m,in,Summer,18.0,Premier League,2014,2014/2015,defender,13537.0
18041,Chelsea FC,Loïc Rémy,27.0,Centre-Forward,QPR,£11.88m,in,Summer,11.88,Premier League,2014,2014/2015,attacker,13613.0
18042,Chelsea FC,Mario Pasalic,19.0,Central Midfield,Hajduk Split,£2.25m,in,Summer,2.25,Premier League,2014,2014/2015,midfielder,14946.0
18045,Chelsea FC,Demba Ba,29.0,Centre-Forward,Besiktas,£5.40m,out,Summer,5.4,Premier League,2014,2014/2015,attacker,13970.0
18052,Crystal Palace,James McArthur,26.0,Central Midfield,Wigan,£7.92m,in,Summer,7.92,Premier League,2014,2014/2015,midfielder,13946.0
18053,Crystal Palace,Zeki Fryers,21.0,Left-Back,Spurs,£3.42m,in,Summer,3.42,Premier League,2014,2014/2015,defender,14468.0
18054,Crystal Palace,Martin Kelly,24.0,Right-Back,Liverpool,£1.80m,in,Summer,1.8,Premier League,2014,2014/2015,defender,7547.0
18055,Crystal Palace,Fraizer Campbell,26.0,Centre-Forward,Cardiff,£1.03m,in,Summer,1.03,Premier League,2014,2014/2015,attacker,13753.0
18057,Everton FC,Romelu Lukaku,21.0,Centre-Forward,Chelsea,£31.82m,in,Summer,31.82,Premier League,2014,2014/2015,attacker,14179.0
18058,Everton FC,Muhamed Besic,21.0,Defensive Midfield,Ferencváros,£4.32m,in,Summer,4.32,Premier League,2014,2014/2015,midfielder,7548.0
18060,Hull City,Abel Hernández,24.0,Centre-Forward,US Palermo,£10.80m,in,Summer,10.8,Premier League,2014,2014/2015,attacker,13686.0
18061,Hull City,Robert Snodgrass,26.0,Right Winger,Norwich,£6.75m,in,Summer,6.75,Premier League,2014,2014/2015,attacker,14457.0
18062,Hull City,Jake Livermore,24.0,Defensive Midfield,Spurs,£6.30m,in,Summer,6.3,Premier League,2014,2014/2015,midfielder,14711.0
18063,Hull City,Michael Dawson,30.0,Centre-Back,Spurs,£3.96m,in,Summer,3.96,Premier League,2014,2014/2015,defender,12420.0
18064,Hull City,Mohamed Diame,27.0,Central Midfield,West Ham,£3.96m,in,Summer,3.96,Premier League,2014,2014/2015,midfielder,13746.0
18065,Hull City,Andrew Robertson,20.0,Left-Back,Dundee United,£3.24m,in,Summer,3.24,Premier League,2014,2014/2015,defender,14947.0
18066,Hull City,Harry Maguire,21.0,Centre-Back,Sheffield Utd.,£2.84m,in,Summer,2.84,Premier League,2014,2014/2015,defender,14948.0
18067,Hull City,Tom Ince,22.0,Right Winger,Blackpool,£1.76m,in,Summer,1.76,Premier League,2014,2014/2015,attacker,14218.0
18068,Hull City,Brian Lenihan,20.0,Right-Back,Cork City,£231Th.,in,Summer,0.231,Premier League,2014,2014/2015,defender,7551.0
18071,Leicester City,Leonardo Ulloa,27.0,Centre-Forward,Brighton,£9.09m,in,Summer,9.09,Premier League,2014,2014/2015,attacker,13998.0
18072,Leicester City,Danny Simpson,27.0,Right-Back,QPR,£2.25m,in,Summer,2.25,Premier League,2014,2014/2015,defender,13782.0
18073,Leicester City,Tom Lawrence,20.0,Left Winger,Man Utd U23,£1.13m,in,Summer,1.13,Premier League,2014,2014/2015,attacker,14949.0
18074,Liverpool FC,Adam Lallana,26.0,Attacking Midfield,Southampton,£27.90m,in,Summer,27.9,Premier League,2014,2014/2015,midfielder,7553.0
18075,Liverpool FC,Dejan Lovren,25.0,Centre-Back,Southampton,£22.77m,in,Summer,22.77,Premier League,2014,2014/2015,defender,13856.0
18076,Liverpool FC,Lazar Markovic,20.0,Right Winger,Benfica,£22.50m,in,Summer,22.5,Premier League,2014,2014/2015,attacker,14887.0
18077,Liverpool FC,Mario Balotelli,24.0,Centre-Forward,AC Milan,£18.00m,in,Summer,18.0,Premier League,2014,2014/2015,attacker,13963.0
18078,Liverpool FC,Alberto Moreno,22.0,Left-Back,Sevilla FC,£16.20m,in,Summer,16.2,Premier League,2014,2014/2015,defender,7554.0
18079,Liverpool FC,Divock Origi,19.0,Centre-Forward,LOSC Lille,£11.37m,in,Summer,11.37,Premier League,2014,2014/2015,attacker,14950.0
18080,Liverpool FC,Emre Can,20.0,Defensive Midfield,Bay. Leverkusen,£10.80m,in,Summer,10.8,Premier League,2014,2014/2015,midfielder,14763.0
18081,Liverpool FC,Rickie Lambert,32.0,Centre-Forward,Southampton,£4.95m,in,Summer,4.95,Premier League,2014,2014/2015,attacker,14951.0
18082,Liverpool FC,Javier Manquillo,20.0,Right-Back,Atlético Madrid,Loan fee:£1.80m,in,Summer,1.8,Premier League,2014,2014/2015,defender,14952.0
18084,Liverpool FC,Daniel Agger,29.0,Centre-Back,Bröndby IF,£3.60m,out,Summer,3.6,Premier League,2014,2014/2015,defender,12632.0
18088,Manchester City,Eliaquim Mangala,23.0,Centre-Back,FC Porto,£40.50m,in,Summer,40.5,Premier League,2014,2014/2015,defender,14407.0
18089,Manchester City,Fernando Reges,26.0,Defensive Midfield,FC Porto,£13.50m,in,Summer,13.5,Premier League,2014,2014/2015,midfielder,13412.0
18090,Manchester City,Willy Caballero,32.0,Goalkeeper,Málaga CF,£7.20m,in,Summer,7.2,Premier League,2014,2014/2015,goalkeeper,14003.0
18091,Manchester City,Bruno Zuculini,21.0,Defensive Midfield,Racing Club,£2.25m,in,Summer,2.25,Premier League,2014,2014/2015,midfielder,14953.0
18095,Manchester United,Ángel Di María,26.0,Right Winger,Real Madrid,£67.50m,in,Summer,67.5,Premier League,2014,2014/2015,attacker,13418.0
18096,Manchester United,Luke Shaw,18.0,Left-Back,Southampton,£33.75m,in,Summer,33.75,Premier League,2014,2014/2015,defender,7559.0
18097,Manchester United,Ander Herrera,24.0,Central Midfield,Athletic,£32.40m,in,Summer,32.4,Premier League,2014,2014/2015,midfielder,14253.0
18098,Manchester United,Marcos Rojo,24.0,Centre-Back,Sporting CP,£18.00m,in,Summer,18.0,Premier League,2014,2014/2015,defender,14629.0
18099,Manchester United,Daley Blind,24.0,Centre-Back,Ajax,£15.75m,in,Summer,15.75,Premier League,2014,2014/2015,defender,13942.0
18100,Manchester United,Falcao,28.0,Centre-Forward,Monaco,Loan fee:£6.84m,in,Summer,6.84,Premier League,2014,2014/2015,attacker,13909.0
18101,Manchester United,Vanja Milinković-Savić,17.0,Goalkeeper,Vojvodina,£1.58m,in,Summer,1.58,Premier League,2014,2014/2015,goalkeeper,14954.0
18108,Manchester United,Ángelo Henríquez,20.0,Centre-Forward,Dinamo Zagreb,Loan fee:£1.35m,out,Summer,1.35,Premier League,2014,2014/2015,attacker,14445.0
18109,Newcastle United,Rémy Cabella,24.0,Attacking Midfield,Montpellier,£9.00m,in,Summer,9.0,Premier League,2014,2014/2015,midfielder,14955.0
18110,Newcastle United,Siem de Jong,25.0,Attacking Midfield,Ajax,£7.83m,in,Summer,7.83,Premier League,2014,2014/2015,midfielder,14956.0
18111,Newcastle United,Emmanuel Rivière,24.0,Centre-Forward,Monaco,£5.69m,in,Summer,5.69,Premier League,2014,2014/2015,attacker,14340.0
18112,Newcastle United,Daryl Janmaat,24.0,Right-Back,Feyenoord,£5.40m,in,Summer,5.4,Premier League,2014,2014/2015,defender,13715.0
18113,Newcastle United,Jamaal Lascelles,20.0,Centre-Back,Nottm Forest,£4.50m,in,Summer,4.5,Premier League,2014,2014/2015,defender,7563.0
18114,Newcastle United,Karl Darlow,23.0,Goalkeeper,Nottm Forest,£4.50m,in,Summer,4.5,Premier League,2014,2014/2015,goalkeeper,7564.0
18115,Newcastle United,Facundo Ferreyra,23.0,Centre-Forward,Shakhtar D.,Loan fee:£1.80m,in,Summer,1.8,Premier League,2014,2014/2015,attacker,14957.0
18116,Newcastle United,Ayoze Pérez,20.0,Right Winger,CD Tenerife,£1.80m,in,Summer,1.8,Premier League,2014,2014/2015,attacker,14958.0
18121,Queens Park Rangers,Steven Caulker,22.0,Centre-Back,Cardiff,£9.68m,in,Summer,9.68,Premier League,2014,2014/2015,defender,14707.0
18122,Queens Park Rangers,Leroy Fer,24.0,Central Midfield,Norwich,£9.00m,in,Summer,9.0,Premier League,2014,2014/2015,midfielder,14430.0
18123,Queens Park Rangers,Jordon Mutch,22.0,Central Midfield,Cardiff,£6.81m,in,Summer,6.81,Premier League,2014,2014/2015,midfielder,14474.0
18124,Queens Park Rangers,Sandro,25.0,Defensive Midfield,Spurs,£6.75m,in,Summer,6.75,Premier League,2014,2014/2015,midfielder,13965.0
18125,Queens Park Rangers,Alex McCarthy,24.0,Goalkeeper,Reading,£3.42m,in,Summer,3.42,Premier League,2014,2014/2015,goalkeeper,14959.0
18126,Queens Park Rangers,Eduardo Vargas,24.0,Second Striker,SSC Napoli,Loan fee:£1.26m,in,Summer,1.26,Premier League,2014,2014/2015,attacker,14395.0
18127,Queens Park Rangers,Jack Robinson,20.0,Left-Back,Liverpool,£1.13m,in,Summer,1.13,Premier League,2014,2014/2015,defender,7568.0
18128,Queens Park Rangers,Mauricio Isla,26.0,Right-Back,Juventus,Loan fee:£1.08m,in,Summer,1.08,Premier League,2014,2014/2015,defender,13391.0
18132,Southampton FC,Sadio Mané,22.0,Left Winger,RB Salzburg,£20.70m,in,Summer,20.7,Premier League,2014,2014/2015,attacker,14960.0
18133,Southampton FC,Shane Long,27.0,Centre-Forward,Hull City,£13.41m,in,Summer,13.41,Premier League,2014,2014/2015,attacker,12659.0
18134,Southampton FC,Dusan Tadic,25.0,Left Winger,Twente FC,£12.60m,in,Summer,12.6,Premier League,2014,2014/2015,attacker,14168.0
18135,Southampton FC,Fraser Forster,26.0,Goalkeeper,Celtic,£11.25m,in,Summer,11.25,Premier League,2014,2014/2015,goalkeeper,13953.0
18136,Southampton FC,Graziano Pellè,28.0,Centre-Forward,Feyenoord,£9.90m,in,Summer,9.9,Premier League,2014,2014/2015,attacker,13440.0
18137,Southampton FC,Florin Gardos,25.0,Centre-Back,Steaua Bukarest,£6.12m,in,Summer,6.12,Premier League,2014,2014/2015,defender,7570.0
18144,Stoke City,Bojan Krkic,23.0,Second Striker,FC Barcelona,£1.62m,in,Summer,1.62,Premier League,2014,2014/2015,attacker,14372.0
18147,Sunderland AFC,Jack Rodwell,23.0,Defensive Midfield,Man City,£11.25m,in,Summer,11.25,Premier League,2014,2014/2015,midfielder,14452.0
18148,Sunderland AFC,Will Buckley,24.0,Right Winger,Brighton,£2.80m,in,Summer,2.8,Premier League,2014,2014/2015,attacker,13780.0
18149,Sunderland AFC,Patrick van Aanholt,23.0,Left-Back,Chelsea,£1.71m,in,Summer,1.71,Premier League,2014,2014/2015,defender,14961.0
18150,Sunderland AFC,Ricardo Álvarez,26.0,Attacking Midfield,Inter,Loan fee:£1.35m,in,Summer,1.35,Premier League,2014,2014/2015,midfielder,14375.0
18151,Sunderland AFC,Alfred N'Diaye,24.0,Defensive Midfield,Real Betis,£3.15m,out,Summer,3.15,Premier League,2014,2014/2015,midfielder,14329.0
18152,Sunderland AFC,Ignacio Scocco,29.0,Centre-Forward,Newell's,£2.93m,out,Summer,2.93,Premier League,2014,2014/2015,attacker,14721.0
18153,Sunderland AFC,David Moberg Karlsson,20.0,Right Winger,Nordsjaelland,£450Th.,out,Summer,0.45,Premier League,2014,2014/2015,attacker,14706.0
18154,Swansea City,Gylfi Sigurdsson,24.0,Attacking Midfield,Spurs,£9.09m,in,Summer,9.09,Premier League,2014,2014/2015,midfielder,14031.0
18155,Swansea City,Federico Fernández,25.0,Centre-Back,SSC Napoli,£9.00m,in,Summer,9.0,Premier League,2014,2014/2015,defender,14366.0
18156,Swansea City,Jefferson Montero,24.0,Left Winger,Monarcas Morelia,£4.50m,in,Summer,4.5,Premier League,2014,2014/2015,attacker,7572.0
18157,Swansea City,Modou Barrow,21.0,Left Winger,Östersund,£1.70m,in,Summer,1.7,Premier League,2014,2014/2015,attacker,14962.0
18158,Swansea City,Marvin Emnes,26.0,Centre-Forward,Middlesbrough,£1.53m,in,Summer,1.53,Premier League,2014,2014/2015,attacker,13471.0
18161,Swansea City,Pablo Hernández,29.0,Attacking Midfield,Al-Arabi SC,£4.50m,out,Summer,4.5,Premier League,2014,2014/2015,midfielder,13534.0
18162,Swansea City,Chico,27.0,Centre-Back,Lekhwiya,£4.50m,out,Summer,4.5,Premier League,2014,2014/2015,defender,13526.0
18164,Tottenham Hotspur,Ben Davies,21.0,Left-Back,Swansea,£11.39m,in,Summer,11.39,Premier League,2014,2014/2015,defender,13986.0
18165,Tottenham Hotspur,Federico Fazio,27.0,Centre-Back,Sevilla FC,£9.00m,in,Summer,9.0,Premier League,2014,2014/2015,defender,12961.0
18166,Tottenham Hotspur,Benjamin Stambouli,24.0,Centre-Back,Montpellier,£5.31m,in,Summer,5.31,Premier League,2014,2014/2015,defender,14963.0
18167,Tottenham Hotspur,Michel Vorm,30.0,Goalkeeper,Swansea,£5.13m,in,Summer,5.13,Premier League,2014,2014/2015,goalkeeper,14203.0
18168,Tottenham Hotspur,Eric Dier,20.0,Defensive Midfield,Sporting CP,£4.50m,in,Summer,4.5,Premier League,2014,2014/2015,midfielder,7575.0
18169,Tottenham Hotspur,DeAndre Yedlin,21.0,Right-Back,Sounders FC,£2.34m,in,Summer,2.34,Premier League,2014,2014/2015,defender,14964.0
18177,Tottenham Hotspur,Jonathan Obika,23.0,Centre-Forward,Swindon Town,£225Th.,out,Summer,0.225,Premier League,2014,2014/2015,attacker,7577.0
18178,West Bromwich Albion,Brown Ideye,25.0,Centre-Forward,Dynamo Kyiv,£11.37m,in,Summer,11.37,Premier League,2014,2014/2015,attacker,13858.0
18179,West Bromwich Albion,Cristian Gamboa,24.0,Right-Back,Rosenborg BK,£2.16m,in,Summer,2.16,Premier League,2014,2014/2015,defender,14965.0
18180,West Bromwich Albion,Sebastián Blanco,26.0,Left Winger,Metalist,£1.80m,in,Summer,1.8,Premier League,2014,2014/2015,attacker,14966.0
18181,West Bromwich Albion,Sébastien Pocognoli,26.0,Left-Back,Hannover 96,£1.35m,in,Summer,1.35,Premier League,2014,2014/2015,defender,13442.0
18183,West Ham United,Enner Valencia,24.0,Centre-Forward,CF Pachuca,£13.50m,in,Summer,13.5,Premier League,2014,2014/2015,attacker,14967.0
18184,West Ham United,Cheikhou Kouyaté,24.0,Defensive Midfield,RSC Anderlecht,£6.75m,in,Summer,6.75,Premier League,2014,2014/2015,midfielder,14968.0
18185,West Ham United,Diafra Sakho,24.0,Centre-Forward,FC Metz,£4.50m,in,Summer,4.5,Premier League,2014,2014/2015,attacker,14969.0
18186,West Ham United,Aaron Cresswell,24.0,Left-Back,Ipswich,£4.28m,in,Summer,4.28,Premier League,2014,2014/2015,defender,14228.0
18187,West Ham United,Morgan Amalfitano,29.0,Right Winger,Marseille,£900Th.,in,Summer,0.9,Premier League,2014,2014/2015,attacker,7583.0
18189,Arsenal FC,Gabriel Paulista,24.0,Centre-Back,Villarreal,£13.50m,in,Winter,13.5,Premier League,2014,2014/2015,defender,14738.0
18190,Arsenal FC,Krystian Bielik,17.0,Defensive Midfield,Legia Warszawa,£2.03m,in,Winter,2.03,Premier League,2014,2014/2015,midfielder,14970.0
18191,Arsenal FC,Kristoffer Olsson,19.0,Central Midfield,FC Midtjylland,£900Th.,out,Winter,0.9,Premier League,2014,2014/2015,midfielder,14971.0
18194,Aston Villa,Carles Gil,22.0,Attacking Midfield,Valencia,£3.78m,in,Winter,3.78,Premier League,2014,2014/2015,midfielder,14972.0
18195,Aston Villa,Daniel Johnson,22.0,Central Midfield,Preston NE,£59Th.,out,Winter,0.059000000000000004,Premier League,2014,2014/2015,midfielder,7587.0
18196,Burnley FC,Michael Keane,22.0,Centre-Back,Man Utd,£2.30m,in,Winter,2.3,Premier League,2014,2014/2015,defender,12443.0
18197,Chelsea FC,Juan Cuadrado,26.0,Right-Back,Fiorentina,£27.90m,in,Winter,27.9,Premier League,2014,2014/2015,defender,14602.0
18201,Crystal Palace,Jordon Mutch,23.0,Central Midfield,QPR,£5.71m,in,Winter,5.71,Premier League,2014,2014/2015,midfielder,14474.0
18202,Crystal Palace,Pape Souaré,24.0,Left-Back,LOSC Lille,£4.77m,in,Winter,4.77,Premier League,2014,2014/2015,defender,7588.0
18203,Crystal Palace,Wilfried Zaha,22.0,Left Winger,Man Utd,£3.42m,in,Winter,3.42,Premier League,2014,2014/2015,attacker,14461.0
18204,Crystal Palace,Keshi Anderson,19.0,Left Winger,Barton Rovers,£36Th.,in,Winter,0.036000000000000004,Premier League,2014,2014/2015,attacker,7589.0
18206,Hull City,Dame N'Doye,29.0,Centre-Forward,Loko Moscow,£3.57m,in,Winter,3.57,Premier League,2014,2014/2015,attacker,13432.0
18207,Leicester City,Andrej Kramaric,23.0,Centre-Forward,HNK Rijeka,£8.10m,in,Winter,8.1,Premier League,2014,2014/2015,attacker,14973.0
18208,Liverpool FC,Oussama Assaidi,26.0,Left Winger,Al-Ahli (UAE),£5.40m,out,Winter,5.4,Premier League,2014,2014/2015,attacker,13723.0
18210,Manchester City,Wilfried Bony,26.0,Centre-Forward,Swansea,£29.07m,in,Winter,29.07,Premier League,2014,2014/2015,attacker,14171.0
18215,Queens Park Rangers,Ryan Manning,18.0,Left-Back,Galway United,£61Th.,in,Winter,0.061,Premier League,2014,2014/2015,defender,14974.0
18217,Southampton FC,Ryan Bertrand,25.0,Left-Back,Chelsea,£11.97m,in,Winter,11.97,Premier League,2014,2014/2015,defender,7592.0
18218,Southampton FC,Eljero Elia,27.0,Left Winger,Werder Bremen,Loan fee:£450Th.,in,Winter,0.45,Premier League,2014,2014/2015,attacker,13444.0
18220,Sunderland AFC,Jermain Defoe,32.0,Centre-Forward,Toronto FC,£3.15m,in,Winter,3.15,Premier League,2014,2014/2015,attacker,11752.0
18221,Swansea City,Kyle Naughton,26.0,Right-Back,Spurs,£5.94m,in,Winter,5.94,Premier League,2014,2014/2015,defender,13741.0
18222,Swansea City,Jack Cork,25.0,Defensive Midfield,Southampton,£3.60m,in,Winter,3.6,Premier League,2014,2014/2015,midfielder,14234.0
18223,Swansea City,Matt Grimes,19.0,Central Midfield,Exeter City,£2.02m,in,Winter,2.02,Premier League,2014,2014/2015,midfielder,7593.0
18225,Tottenham Hotspur,Dele Alli,18.0,Attacking Midfield,MK Dons,£5.97m,in,Winter,5.97,Premier League,2014,2014/2015,midfielder,7594.0
18227,West Bromwich Albion,Callum McManaman,23.0,Right Winger,Wigan,£5.72m,in,Winter,5.72,Premier League,2014,2014/2015,attacker,7595.0
18228,West Ham United,Doneil Henry,21.0,Centre-Back,Apol. Limassol,£1.71m,in,Winter,1.71,Premier League,2014,2014/2015,defender,7596.0
18230,Blackburn Rovers,Shane Duffy,22.0,Centre-Back,Everton,£1.71m,in,Summer,1.71,Championship,2014,2014/2015,defender,14975.0
18232,Bolton Wanderers,Kaiyne Woolery,19.0,Second Striker,Tamworth,£11Th.,in,Summer,0.011000000000000001,Championship,2014,2014/2015,attacker,14976.0
18234,AFC Bournemouth,Callum Wilson,22.0,Centre-Forward,Coventry,£3.33m,in,Summer,3.33,Championship,2014,2014/2015,attacker,14977.0
18235,AFC Bournemouth,Andrew Surman,28.0,Central Midfield,Norwich,£567Th.,in,Summer,0.5670000000000001,Championship,2014,2014/2015,midfielder,13757.0
18237,Brentford FC,Jota,23.0,Right Winger,Celta de Vigo,£1.35m,in,Summer,1.35,Championship,2014,2014/2015,attacker,14978.0
18238,Brentford FC,Moses Odubajo,20.0,Right-Back,Leyton Orient,£1.13m,in,Summer,1.13,Championship,2014,2014/2015,defender,14979.0
18239,Brentford FC,Scott Hogan,22.0,Centre-Forward,Rochdale,£855Th.,in,Summer,0.855,Championship,2014,2014/2015,attacker,14980.0
18240,Brentford FC,Andre Gray,23.0,Centre-Forward,Luton,£558Th.,in,Summer,0.5579999999999999,Championship,2014,2014/2015,attacker,14981.0
18242,Brighton & Hove Albion,Sam Baldock,25.0,Centre-Forward,Bristol City,£2.25m,in,Summer,2.25,Championship,2014,2014/2015,attacker,14219.0
18243,Brighton & Hove Albion,David Stockdale,28.0,Goalkeeper,Fulham,£1.17m,in,Summer,1.17,Championship,2014,2014/2015,goalkeeper,13477.0
18246,Cardiff City,Bruno Ecuele Manga,26.0,Centre-Back,FC Lorient,£5.67m,in,Summer,5.67,Championship,2014,2014/2015,defender,14056.0
18247,Cardiff City,Sean Morrison,23.0,Centre-Back,Reading,£3.37m,in,Summer,3.37,Championship,2014,2014/2015,defender,13991.0
18248,Cardiff City,Adam Le Fondre,27.0,Centre-Forward,Reading,£2.79m,in,Summer,2.79,Championship,2014,2014/2015,attacker,14223.0
18249,Cardiff City,Tom Adeyemi,22.0,Central Midfield,Birmingham,£1.13m,in,Summer,1.13,Championship,2014,2014/2015,midfielder,7604.0
18250,Cardiff City,Anthony Pilkington,26.0,Left Winger,Norwich,£1.13m,in,Summer,1.13,Championship,2014,2014/2015,attacker,14187.0
18251,Cardiff City,Guido Burgstaller,25.0,Centre-Forward,Rapid Vienna,£630Th.,in,Summer,0.63,Championship,2014,2014/2015,attacker,14982.0
18256,Charlton Athletic,Igor Vetokele,22.0,Centre-Forward,FC Copenhagen,£2.70m,in,Summer,2.7,Championship,2014,2014/2015,attacker,7606.0
18257,Charlton Athletic,George Tucudean,23.0,Centre-Forward,Standard Liège,£720Th.,in,Summer,0.72,Championship,2014,2014/2015,attacker,7607.0
18258,Derby County,George Thorne,21.0,Defensive Midfield,West Brom,£2.07m,in,Summer,2.07,Championship,2014,2014/2015,midfielder,7608.0
18259,Derby County,Cyrus Christie,21.0,Right-Back,Coventry,£100Th.,in,Summer,0.1,Championship,2014,2014/2015,defender,14983.0
18260,Fulham FC,Ross McCormack,27.0,Second Striker,Leeds,£10.62m,in,Summer,10.62,Championship,2014,2014/2015,attacker,13504.0
18261,Fulham FC,Thomas Eisfeld,21.0,Attacking Midfield,Arsenal,£1.35m,in,Summer,1.35,Championship,2014,2014/2015,midfielder,14205.0
18262,Fulham FC,Nikolay Bodurov,28.0,Centre-Back,Litex Lovetch,£945Th.,in,Summer,0.945,Championship,2014,2014/2015,defender,7610.0
18263,Fulham FC,Tiago Casasola,19.0,Right-Back,CABJ U20,£900Th.,in,Summer,0.9,Championship,2014,2014/2015,defender,14984.0
